office_name,website,root_domain,raw_place,normalized_place,gemeente,plaats,place_status,place_review_reason,provincie,aanbod_url,aanbod_url_quality,aanbod_detection_method,aanbod_detection_score,aanbod_validation_reason,confidence,needs_review,source_adapter,source_origin,score,status,review_reason,rejection_reason,notes,osm_type,osm_id,osm_website,osm_contact_website,osm_city,osm_postcode,osm_phone,osm_contact_phone,osm_email,osm_contact_email,osm_lat,osm_lon,evidence
Van Houts Makelaardij,http://www.vanhoutsmakelaardij.nl,vanhoutsmakelaardij.nl,Someren,Someren,Someren,Someren,current_gemeente,,Noord-Brabant,http://www.vanhoutsmakelaardij.nl/aanbod/woningaanbod/asten/koop/huis-10288622-Berkelaar-23,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Kruijswijk Makelaardij o.g.,http://www.kruijswijkmakelaardij.nl,kruijswijkmakelaardij.nl,Son En Breugel,Son en Breugel,Son en Breugel,Son En Breugel,alias,,Noord-Brabant,https://www.kruijswijkmakelaardij.nl/aanbod,suspect,browser_audit,100,project_page,0.65,true,seed,seed,90,valid,suspect koopaanbod_url: contains excluded token 'nieuws'; project_page,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=suspect | aanbod_url_reason=project_page | aanbod_detection_method=browser_audit | aanbod_detection_score=100"
Van Roon Makelaardij & Taxaties B.V.,http://www.vrmt.nl,vrmt.nl,Son En Breugel,Son en Breugel,Son en Breugel,Son En Breugel,alias,,Noord-Brabant,http://www.vrmt.nl/aanbod/woningaanbod/son-en-breugel/koop/huis-10201980-Kanaaldijk-Noord-16,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,60,suspect,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
ViaLinda,https://www.vialinda.nl,vialinda.nl,Son En Breugel,Son en Breugel,Son en Breugel,Son En Breugel,alias,,Noord-Brabant,,missing,browser_audit,0,no_candidate_found,0.65,true,seed,seed,20,missing,missing koopaanbod_url; no_candidate_found,,,,,,,,,,,,,,,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=no_candidate_found | aanbod_detection_method=browser_audit | aanbod_detection_score=0 | suggested_aanbod_paths=https://www.vialinda.nl/aanbod,https://www.vialinda.nl/woningaanbod,https://www.vialinda.nl/koopwoningen"
Content+ Pieter Hommel,https://www.contentplus.nl,contentplus.nl,Steenbergen,Steenbergen,Steenbergen,Steenbergen,current_gemeente,,Noord-Brabant,https://contentplus.nl/woningaanbod?status%5B%5D=BESCHIKBAAR,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,70,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,website_exists=true | makelaar_signals=aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75
Architectuurmakelaar,http://www.architectuurmakelaar.nl,architectuurmakelaar.nl,Tilburg,Tilburg,Tilburg,Tilburg,current_gemeente,,Noord-Brabant,http://www.architectuurmakelaar.nl/aanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
CVDA Makelaars en Taxateurs,https://www.cvda.nl,cvda.nl,Tilburg,Tilburg,Tilburg,Tilburg,current_gemeente,,Noord-Brabant,https://www.cvda.nl/aanbod/woningaanbod/tilburg/koop/huis-10291668-Besterdplein-2505,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
David de Leeuw Bedrijfsmakelaar,http://www.daviddeleeuw.nl,daviddeleeuw.nl,Tilburg,Tilburg,Tilburg,Tilburg,current_gemeente,,Noord-Brabant,http://www.daviddeleeuw.nl/aanbod/bedrijfsaanbod/tilburg/koop/bedrijf-848358-Jellinghausstraat-220,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
De Bont Makelaardij B.V.,http://www.debontmakelaardij.nl,debontmakelaardij.nl,Tilburg,Tilburg,Tilburg,Tilburg,current_gemeente,,Noord-Brabant,https://debontmakelaardij.nl/Nieuws/1200/Hulp-nodig-bij-aankoop-.html,suspect,browser_audit,91,project_page,0.65,true,seed,seed,20,missing,suspect koopaanbod_url: missing listing signal; project_page,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,koop | aanbod_url_status=suspect | aanbod_url_reason=project_page | aanbod_detection_method=browser_audit | aanbod_detection_score=91"
Hans van Berkel Makelaardij,http://www.hansvanberkel.nl,hansvanberkel.nl,Tilburg,Tilburg,Tilburg,Tilburg,current_gemeente,,Noord-Brabant,http://www.hansvanberkel.nl/aanbod/woningaanbod/tilburg/koop/huis-10139642-Oude-Hilvarenbeekseweg-702,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Hart van Brabant Makelaardij B.V.,http://www.hartvanbrabantmakelaardij.nl,hartvanbrabantmakelaardij.nl,Tilburg,Tilburg,Tilburg,Tilburg,current_gemeente,,Noord-Brabant,https://hartvanbrabantmakelaardij.nl,suspect,browser_audit,100,project_page,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; project_page,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=suspect | aanbod_url_reason=project_page | aanbod_detection_method=browser_audit | aanbod_detection_score=100"
Hendriks Makelaardij Tilburg,http://www.hendriks.nl,hendriks.nl,Tilburg,Tilburg,Tilburg,Tilburg,current_gemeente,,Noord-Brabant,https://hendriks.nl/woningaanbod/koop/rijsbergsebaan-13-4836-mc-breda,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Karin Meier Mattern Makelaars,http://www.kmm-makelaars.nl,kmm-makelaars.nl,Tilburg,Tilburg,Tilburg,Tilburg,current_gemeente,,Noord-Brabant,https://kmm-makelaars.nl/aanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Kern Makelaars Tilburg B.V.,http://www.kernmakelaars.nl,kernmakelaars.nl,Tilburg,Tilburg,Tilburg,Tilburg,current_gemeente,,Noord-Brabant,https://www.kernmakelaars.nl/aanbod/nu-in-verkoop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
KIN Makelaars Tilburg B.V.,http://www.kinmakelaars.nl,kinmakelaars.nl,Tilburg,Tilburg,Tilburg,Tilburg,current_gemeente,,Noord-Brabant,http://www.kinmakelaars.nl/aanbod/wonen/te-koop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,wonen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Lemmens Makelaardij B.V.,http://www.lemmens.nl,lemmens.nl,Tilburg,Tilburg,Tilburg,Tilburg,current_gemeente,,Noord-Brabant,http://www.lemmens.nl/woningaanbod/koop/tilburg/valentijnstraat/20,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Lupker Makelaardij,http://www.lupkermakelaardij.nl,lupkermakelaardij.nl,Tilburg,Tilburg,Tilburg,Tilburg,current_gemeente,,Noord-Brabant,http://www.lupkermakelaardij.nl/aanbod/woningaanbod/tilburg/koop/huis-10219718-Niers-17,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
M&S powered bij HRS,http://www.hrs.nl,hrs.nl,Tilburg,Tilburg,Tilburg,Tilburg,current_gemeente,,Noord-Brabant,https://hrs.nl/wonen/binnenkort-in-de-verkoop,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,70,valid,url contains listing signal 'koop',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=wonen,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Makelaars- en Assurantiekantoor og bv J.H. Oldenkotte & Zn.,http://www.oldenkotte.com,oldenkotte.com,Tilburg,Tilburg,Tilburg,Tilburg,current_gemeente,,Noord-Brabant,http://www.oldenkotte.com/aanbod/woningaanbod/koop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Mathilde Waslander Makelaardij,http://www.mwmakelaardij.nl,mwmakelaardij.nl,Tilburg,Tilburg,Tilburg,Tilburg,current_gemeente,,Noord-Brabant,https://www.funda.nl/makelaars/tilburg/13157-mathilde-waslander-makelaardij/woningaanbod/koop/heel-nederland,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Tivoli Woningmakelaars B.V.,https://www.tivoliwoningmakelaars.nl,tivoliwoningmakelaars.nl,Tilburg,Tilburg,Tilburg,Tilburg,current_gemeente,,Noord-Brabant,https://tivoliwoningmakelaars.nl/woningen,valid,existing_seed_url,75,url contains listing signal 'woningen',0.85,false,seed,seed,90,valid,url contains listing signal 'woningen',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,woningen | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'woningen' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van de Water Makelaars Tilburg,http://www.vandewatergroep.nl,vandewatergroep.nl,Tilburg,Tilburg,Tilburg,Tilburg,current_gemeente,,Noord-Brabant,https://vandewatergroep.nl/nieuwbouw/project/zevenbergen-markant-verkoop-gestart-schrijf-je-nu-in,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,100,valid,url contains listing signal 'koop',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van den Bosch Makelaars B.V.,https://www.vandenboschmakelaars.com,vandenboschmakelaars.com,Tilburg,Tilburg,Tilburg,Tilburg,current_gemeente,,Noord-Brabant,https://www.vandenboschmakelaars.com/woning-dongen,suspect,browser_audit,100,property_detail,0.65,true,seed,seed,40,suspect,suspect koopaanbod_url: contains excluded token 'diensten'; property_detail,,,,,,,,,,,,,,,website_exists=true | makelaar_signals=makelaar | aanbod_url_status=suspect | aanbod_url_reason=property_detail | aanbod_detection_method=browser_audit | aanbod_detection_score=100
Van Heeswijk Jansen Makelaars,http://www.hj-makelaars.nl,hj-makelaars.nl,Tilburg,Tilburg,Tilburg,Tilburg,current_gemeente,,Noord-Brabant,https://www.hj-makelaars.nl/huis-kopen-tilburg,suspect,browser_audit,95,property_detail,0.65,true,seed,seed,50,suspect,missing koopaanbod_url; property_detail,,,,,,,,,,,,,,,website_exists=true | makelaar_signals=makelaar | aanbod_url_status=suspect | aanbod_url_reason=property_detail | aanbod_detection_method=browser_audit | aanbod_detection_score=95
VMG Regio Tilburg B.V.,http://www.vmg-makelaars.nl,vmg-makelaars.nl,Tilburg,Tilburg,Tilburg,Tilburg,current_gemeente,,Noord-Brabant,http://www.vmg-makelaars.nl/aanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
AMB Makelaars,http://www.amb-makelaars.nl,amb-makelaars.nl,Vught,Vught,Vught,Vught,current_gemeente,,Noord-Brabant,https://www.amb-makelaars.nl/aanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
ATENZIJLSTRA Makelaars,http://www.atenzijlstra.nl,atenzijlstra.nl,Vught,Vught,Vught,Vught,current_gemeente,,Noord-Brabant,https://atenzijlstra.nl/aanbod,suspect,browser_audit,100,project_page,0.65,true,seed,seed,90,valid,missing koopaanbod_url; project_page,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=suspect | aanbod_url_reason=project_page | aanbod_detection_method=browser_audit | aanbod_detection_score=100"
Buro Kuiten B.V.,,,Vught,Vught,Vught,Vught,current_gemeente,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.40,true,seed,seed,0,rejected,missing website; missing koopaanbod_url; missing domain; missing root_domain; missing aanbod_url,scored_rejected,,,,,,,,,,,,,,website_exists=false | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0
Buro t'sas Makelaardij o.g,http://www.tsas.nl,tsas.nl,Vught,Vught,Vught,Vught,current_gemeente,,Noord-Brabant,https://www.tsas.nl/aanbod,valid,browser_audit,100,residential_listing_index,0.65,false,seed,seed,90,valid,missing koopaanbod_url; residential_listing_index,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=residential_listing_index | aanbod_detection_method=browser_audit | aanbod_detection_score=100"
Den Hollander Vastgoed Wonen B.V.,http://www.beterehuizen.nl,beterehuizen.nl,Vught,Vught,Vught,Vught,current_gemeente,,Noord-Brabant,http://www.beterehuizen.nl/woningen/te-koop,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,90,valid,url contains listing signal 'koop',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=vastgoed,wonen,woningen,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
MATAX Makelaardij,http://www.matax.nl,matax.nl,Vught,Vught,Vught,Vught,current_gemeente,,Noord-Brabant,,missing,browser_audit,0,no_candidate_found,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; no_candidate_found,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=no_candidate_found | aanbod_detection_method=browser_audit | aanbod_detection_score=0 | suggested_aanbod_paths=http://www.matax.nl/aanbod,http://www.matax.nl/woningaanbod,http://www.matax.nl/koopwoningen"
VALKS Makelaars,https://www.valksbedrijfsmakelaars.nl,valksbedrijfsmakelaars.nl,Vught,Vught,Vught,Vught,current_gemeente,,Noord-Brabant,https://www.valksbedrijfsmakelaars.nl/aanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Viermakelaars,http://www.viermakelaars.nl,viermakelaars.nl,Vught,Vught,Vught,Vught,current_gemeente,,Noord-Brabant,https://www.viermakelaars.nl/woningaanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Elias Makelaars,https://www.eliasmakelaars.nl,eliasmakelaars.nl,Waalre,Waalre,Waalre,Waalre,current_gemeente,,Noord-Brabant,,missing,browser_audit,0,no_candidate_found,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; no_candidate_found,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=no_candidate_found | aanbod_detection_method=browser_audit | aanbod_detection_score=0 | suggested_aanbod_paths=https://www.eliasmakelaars.nl/aanbod,https://www.eliasmakelaars.nl/woningaanbod,https://www.eliasmakelaars.nl/koopwoningen"
